var1,var2,abs_diff,corr_target0,corr_target1
AMT_GOODS_PRICE,REGION_RATING_CLIENT,0.03799188332909867,-0.10438176363291911,-0.06638988030382044
YEARS_EMPLOYED,EXT_SOURCE_3,0.03593184725272636,0.1214127138971548,0.08548086664442844
ANNUITY_INCOME_RATIO,YEARS_BIRTH,0.03511465213687266,0.08559966820409332,0.05048501606722065
CREDIT_INCOME_RATIO,EXT_SOURCE_3,0.033867541458585296,0.0910991410476004,0.1249666825061857
CNT_FAM_MEMBERS,YEARS_EMPLOYED,0.03313403045389303,-0.03153905349073451,0.001594976963158516
YEARS_BIRTH,REGION_RATING_CLIENT,0.0315975809792281,-0.002336184136749579,-0.03393376511597768
AMT_CREDIT,REGION_POPULATION_RELATIVE,0.03144271154234016,0.10060379850704662,0.06916108696470646
YEARS_BIRTH,EXT_SOURCE_2,0.030489882235534685,0.07816165752728696,0.10865153976282164
CNT_CHILDREN,YEARS_EMPLOYED,0.03039165235814921,-0.06305236490422315,-0.032660712546073944
YEARS_EMPLOYED,OBS_30_CNT_SOCIAL_CIRCLE,0.03009763331232768,0.0007744809748377878,0.030872114287165468
AMT_INCOME_TOTAL,YEARS_EMPLOYED,0.030095349323627115,0.03010409732420654,8.748000579425615e-06
REGION_POPULATION_RELATIVE,EXT_SOURCE_2,0.028741651394640327,0.19849266103346666,0.16975100963882633
AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,0.027778298822464548,0.10382722836281096,0.07604892954034641
AMT_INCOME_TOTAL,CNT_FAM_MEMBERS,0.027602281626013685,0.03425595833649713,0.006653676710483447
CREDIT_INCOME_RATIO,YEARS_EMPLOYED,0.027511286889345676,0.06931031269167912,0.09682159958102479
AMT_ANNUITY,YEARS_BIRTH,0.02658632062214461,-0.012262457549857587,0.014323863072287021
ANNUITY_INCOME_RATIO,CNT_FAM_MEMBERS,0.026099811041932562,0.05488572536893884,0.0809855364108714
YEARS_BIRTH,EXT_SOURCE_3,0.025638048892941023,0.1972749596718025,0.17163691077886148
YEARS_EMPLOYED,REGION_POPULATION_RELATIVE,0.02435405486212524,-0.008656547526954295,0.015697507335170943
YEARS_EMPLOYED,REGION_RATING_CLIENT,0.024212535025318515,0.017394662585685745,-0.006817872439632769
AMT_ANNUITY,AMT_GOODS_PRICE,0.023986583820309715,0.7766857795023963,0.7526991956820865
AMT_GOODS_PRICE,YEARS_EMPLOYED,0.023309923693158277,0.08864400438538143,0.11195392807853971
AMT_INCOME_TOTAL,OBS_30_CNT_SOCIAL_CIRCLE,0.02311896190784723,-0.02782840756571554,-0.0047094456578683115
YEARS_BIRTH,REGION_POPULATION_RELATIVE,0.02295488823330786,0.025242716157013796,0.048197604390321655
AMT_INCOME_TOTAL,CNT_CHILDREN,0.022601400603974326,0.027397187930142647,0.00479578732616832
AMT_INCOME_TOTAL,DEF_30_CNT_SOCIAL_CIRCLE,0.02243525080096275,-0.027621354726475884,-0.005186103925513131
CNT_CHILDREN,EXT_SOURCE_3,0.021461765829997814,-0.04172942042558979,-0.020267654595591975
CREDIT_INCOME_RATIO,CNT_CHILDREN,0.02077777063287182,-0.017588399284411135,0.0031893713484606825
AMT_GOODS_PRICE,OBS_30_CNT_SOCIAL_CIRCLE,0.020628069944153792,-0.0007071015021032888,0.019920968442050505
CNT_FAM_MEMBERS,OBS_30_CNT_SOCIAL_CIRCLE,0.020456882688620212,0.023526163657788077,0.04398304634640829
AMT_CREDIT,OBS_30_CNT_SOCIAL_CIRCLE,0.02001211148119267,-0.0009136916315498107,0.01909841984964286
REGION_POPULATION_RELATIVE,DEF_30_CNT_SOCIAL_CIRCLE,0.01992327194241524,0.005941404486211103,0.025864676428626342
CREDIT_INCOME_RATIO,REGION_POPULATION_RELATIVE,0.01924379468069251,-0.032811984955632534,-0.013568190274940023
AMT_CREDIT,AMT_ANNUITY,0.01911421089198817,0.771308946267877,0.7521947353758889
AMT_CREDIT,YEARS_EMPLOYED,0.018513445348819504,0.08750399034231442,0.10601743569113392
REGION_POPULATION_RELATIVE,OBS_30_CNT_SOCIAL_CIRCLE,0.018331052193461015,-0.012106690767725706,0.006224361425735308
CNT_CHILDREN,REGION_RATING_CLIENT,0.017838374478353704,0.022842107217970264,0.04068048169632397
AMT_ANNUITY,OBS_30_CNT_SOCIAL_CIRCLE,0.017554050098716856,-0.01309081245917153,0.004463237639545327
EXT_SOURCE_2,DEF_30_CNT_SOCIAL_CIRCLE,0.017375406786256962,-0.02742732550820831,-0.01005191872195135
ANNUITY_INCOME_RATIO,REGION_RATING_CLIENT,0.01681845257937764,0.07874845029683358,0.09556690287621122
CNT_FAM_MEMBERS,REGION_RATING_CLIENT,0.015779462531773977,0.027872183118263744,0.04365164565003772
REGION_RATING_CLIENT,EXT_SOURCE_3,0.015436155304522952,-0.0044875548066876025,0.01094860049783535
AMT_GOODS_PRICE,CNT_FAM_MEMBERS,0.015426268445899914,0.06281423807050054,0.04738796962460063
CREDIT_INCOME_RATIO,DEF_30_CNT_SOCIAL_CIRCLE,0.013762898331602234,0.005588747701248075,-0.00817415063035416
AMT_ANNUITY,EXT_SOURCE_3,0.013364186225005813,0.028051019216073454,0.04141520544107927
AMT_CREDIT,CNT_FAM_MEMBERS,0.013312334792665963,0.06453597508600539,0.05122364029333943
YEARS_BIRTH,OBS_30_CNT_SOCIAL_CIRCLE,0.012863317306805294,-0.007723446909643493,0.005139870397161801
YEARS_EMPLOYED,EXT_SOURCE_2,0.012741254922524023,0.08155913656895038,0.0943003914914744
ANNUITY_INCOME_RATIO,DEF_30_CNT_SOCIAL_CIRCLE,0.011489172399111802,0.009651120948551164,-0.001838051450560638
CNT_CHILDREN,OBS_30_CNT_SOCIAL_CIRCLE,0.01133269433374551,0.014471186520532928,0.025803880854278437
CNT_FAM_MEMBERS,DEF_30_CNT_SOCIAL_CIRCLE,0.011144318361658124,-0.00404628818542457,0.007098030176233554
AMT_ANNUITY,CREDIT_INCOME_RATIO,0.010770522249427428,0.3941505587842086,0.3833800365347812
ANNUITY_INCOME_RATIO,REGION_POPULATION_RELATIVE,0.010587888411944683,-0.0516708396073734,-0.041082951195428714
AMT_ANNUITY,CNT_CHILDREN,0.01035180118511271,0.02090531799036236,0.03125711917547507
AMT_ANNUITY,EXT_SOURCE_2,0.010310751158436368,0.12661536509607824,0.11630461393764187
EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,0.010256757872313328,-0.03250986795236574,-0.022253110080052412
CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,0.010108307716848675,0.7875482177732851,0.7976565254901338
CREDIT_INCOME_RATIO,EXT_SOURCE_2,0.008512960942805438,0.0013637841504425823,0.00987674509324802
AMT_CREDIT,CREDIT_INCOME_RATIO,0.008394199177376493,0.6521301266390074,0.6437359274616309
AMT_CREDIT,EXT_SOURCE_2,0.008291764517132288,0.12913958233319275,0.12084781781606047
YEARS_BIRTH,DEF_30_CNT_SOCIAL_CIRCLE,0.008017522818955174,0.0030590760328782713,-0.004958446786076902
AMT_CREDIT,ANNUITY_INCOME_RATIO,0.007977167378228012,0.3754303065782787,0.3674531392000507
ANNUITY_INCOME_RATIO,EXT_SOURCE_2,0.007864199222748822,-0.03434850499053285,-0.02648430576778403
CREDIT_INCOME_RATIO,CNT_FAM_MEMBERS,0.007757769054136332,0.04804665349944364,0.05580442255357997
EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,0.00770408341826001,0.0020902457397137834,-0.005613837678546227
CNT_CHILDREN,REGION_POPULATION_RELATIVE,0.007612241410837703,-0.024362658431285843,-0.031974899842123546
AMT_GOODS_PRICE,CNT_CHILDREN,0.007586824231896527,-0.0005248742746415509,-0.008111698506538078
ANNUITY_INCOME_RATIO,YEARS_EMPLOYED,0.0070843900830941595,0.0255837060963435,0.03266809617943766
REGION_RATING_CLIENT,DEF_30_CNT_SOCIAL_CIRCLE,0.007033204409891281,0.014202809693436432,0.007169605283545151
CNT_FAM_MEMBERS,EXT_SOURCE_3,0.006937618764912914,-0.026821156688042764,-0.01988353792312985
CNT_CHILDREN,CNT_FAM_MEMBERS,0.006912345635695205,0.8785713678490931,0.8854837134847883
YEARS_EMPLOYED,DEF_30_CNT_SOCIAL_CIRCLE,0.006897250877320012,-0.007446990904984539,-0.0005497400276645272
EXT_SOURCE_2,EXT_SOURCE_3,0.006836588975668648,0.08459684359866032,0.07776025462299167
CNT_FAM_MEMBERS,REGION_POPULATION_RELATIVE,0.006737855928561694,-0.023424889966793365,-0.03016274589535506
CREDIT_INCOME_RATIO,REGION_RATING_CLIENT,0.006426437971903114,0.061144594209177054,0.06757103218108017
AMT_GOODS_PRICE,ANNUITY_INCOME_RATIO,0.006366239645782867,0.37013087402511047,0.3637646343793276
AMT_CREDIT,DEF_30_CNT_SOCIAL_CIRCLE,0.006128428249556155,-0.019850653233233928,-0.025979081482790083
AMT_GOODS_PRICE,CREDIT_INCOME_RATIO,0.0047804979283739835,0.632093542654973,0.627313044726599
AMT_CREDIT,CNT_CHILDREN,0.00475618576241295,0.0030812246529976295,-0.0016749611094153205
OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,0.004618891528996916,0.32920637796210406,0.333825269491101
AMT_GOODS_PRICE,EXT_SOURCE_2,0.004509525029439798,0.1356938478019357,0.1311843227724959
AMT_CREDIT,AMT_GOODS_PRICE,0.004147937795545453,0.9872504572019729,0.9831025194064275
REGION_RATING_CLIENT,OBS_30_CNT_SOCIAL_CIRCLE,0.0039005657612375087,0.03416514896009865,0.030264583198861144
CNT_CHILDREN,DEF_30_CNT_SOCIAL_CIRCLE,0.00369398202208196,-0.002246209042430013,0.0014477729796519472
AMT_ANNUITY,YEARS_EMPLOYED,0.0033986362799959327,0.05247034369787373,0.049071707417877794
CREDIT_INCOME_RATIO,OBS_30_CNT_SOCIAL_CIRCLE,0.0033560233518629273,0.018823380776557198,0.022179404128420125
CNT_CHILDREN,EXT_SOURCE_2,0.0031950099341746425,-0.01545456422871573,-0.012259554294541087
ANNUITY_INCOME_RATIO,OBS_30_CNT_SOCIAL_CIRCLE,0.003090843857995759,0.014112408618154342,0.011021564760158583
REGION_POPULATION_RELATIVE,EXT_SOURCE_3,0.002676265246136624,-0.012485789800888073,-0.00980952455475145
CNT_FAM_MEMBERS,EXT_SOURCE_2,0.002461219145310641,-0.0005777209724561449,0.001883498172854496
ANNUITY_INCOME_RATIO,EXT_SOURCE_3,0.0017012436192800212,0.10703323363646494,0.10533199001718492
AMT_GOODS_PRICE,DEF_30_CNT_SOCIAL_CIRCLE,0.000757649926659245,-0.021024850577909808,-0.021782500504569053
AMT_ANNUITY,DEF_30_CNT_SOCIAL_CIRCLE,0.00014128098990295532,-0.022534807379248054,-0.022393526389345098
AMT_ANNUITY,CNT_FAM_MEMBERS,7.565128588345182e-05,0.075787127443862,0.07571147615797855
AMT_ANNUITY,ANNUITY_INCOME_RATIO,5.466439624790542e-06,0.4853101295410282,0.4853046631014034
